"city"	"geo_location"	"location"	"station"	"line"	"opened_month"	"opened_day"	"opened_year"	"lon"	"lat"
"871"	"Berlin"	"Märkisches Museum, Berlin, Germany"	"Berlin, Germany"	"Märkisches Museum"	"U2"	7	1	1913	13.4149886	52.513559
"881"	"Berlin"	"Mehringdamm, Berlin, Germany"	"Berlin, Germany"	"Mehringdamm"	"U6"	4	7	1924	13.387036	52.4913235
"891"	"Berlin"	"Mendelssohn-Bartholdy-Park, Tiergarten, Germany"	"Tiergarten, Germany"	"Mendelssohn-Bartholdy-Park"	"U2"	10	2	1998	13.374682	52.5034333
"901"	"Berlin"	"Mierendorffplatz, Berlin, Germany"	"Berlin, Germany"	"Mierendorffplatz"	"U7"	10	1	1980	13.3047459	52.5256982
"911"	"Berlin"	"Möckernbrücke, Berlin, Germany"	"Berlin, Germany"	"Möckernbrücke"	"U1"	2	18	1902	13.3803941	52.4991061
"921"	"Berlin"	"Mohrenstraße, Berlin, Germany"	"Berlin, Germany"	"Mohrenstraße"	"U2"	10	1	1908	13.3900487	52.5121034
"931"	"Berlin"	"Moritzplatz, Berlin, Germany"	"Berlin, Germany"	"Moritzplatz"	"U8"	4	6	1928	13.4105301	52.503824
"941"	"Berlin"	"Naturkundemuseum, Berlin, Germany"	"Berlin, Germany"	"Naturkundemuseum"	"U6"	1	30	1923	13.3827706	52.5308476
"951"	"Berlin"	"Nauener Platz, Berlin, Germany"	"Berlin, Germany"	"Nauener Platz"	"U9"	4	30	1976	13.3676514	52.5514269
"961"	"Berlin"	"Neu-Westend, Berlin, Germany"	"Berlin, Germany"	"Neu-Westend"	"U2"	5	20	1922	13.2604882	52.5160478
"971"	"Berlin"	"Neue Grottkauer Straße, Berlin, Germany"	"Berlin, Germany"	"Neue Grottkauer Straße"	"U5"	7	1	1989	13.5944325	52.5288569
"981"	"Berlin"	"Neukölln, Berlin, Germany"	"Berlin, Germany"	"Neukölln"	"U7"	12	21	1930	13.4445071	52.4407709
"991"	"Berlin"	"Nollendorfplatz, Berlin, Germany"	"Berlin, Germany"	"Nollendorfplatz"	"U2"	3	11	1902	13.3533711	52.4993283
"1001"	"Berlin"	"Olympia-Stadion, Berlin, Germany"	"Berlin, Germany"	"Olympia-Stadion"	"U2"	6	8	1913	13.2498745	52.5172962
"1011"	"Berlin"	"Onkel Toms Hütte, Berlin, Germany"	"Berlin, Germany"	"Onkel Toms Hütte"	"U3"	12	22	1929	13.2530553	52.4499127
"1021"	"Berlin"	"Oranienburger Tor, Berlin, Germany"	"Berlin, Germany"	"Oranienburger Tor"	"U6"	1	30	1923	13.2063213	52.5404056
"1031"	"Berlin"	"Oskar-Helene-Heim, Berlin, Germany"	"Berlin, Germany"	"Oskar-Helene-Heim"	"U3"	12	22	1929	13.2698796	52.4503064
"1041"	"Berlin"	"Osloer Straße, Berlin, Germany"	"Berlin, Germany"	"Osloer Straße"	"U8"	10	5	1977	13.3789274	52.5564479
"1051"	"Berlin"	"Otisstraße, Berlin, Germany"	"Berlin, Germany"	"Otisstraße"	"U6"	5	31	1958	13.303074	52.571122
"1061"	"Berlin"	"Pankow, Berlin, Germany"	"Berlin, Germany"	"Pankow"	"U2"	8	16	2000	13.4317001	52.5928787
"1071"	"Berlin"	"Pankstraße, Berlin, Germany"	"Berlin, Germany"	"Pankstraße"	"U8"	10	5	1977	13.375816	52.5486962
"1081"	"Berlin"	"Paracelsus-Bad, Berlin, Germany"	"Berlin, Germany"	"Paracelsus-Bad"	"U8"	4	30	1987	13.3474633	52.5746336
"1091"	"Berlin"	"Paradestraße, Berlin, Germany"	"Berlin, Germany"	"Paradestraße"	"U6"	9	10	1927	13.3828081	52.4782292
"1101"	"Berlin"	"Parchimer Allee, Berlin, Germany"	"Berlin, Germany"	"Parchimer Allee"	"U7"	9	28	1963	13.4514249	52.4456653
"1111"	"Berlin"	"Paulsternstraße, Berlin, Germany"	"Berlin, Germany"	"Paulsternstraße"	"U7"	10	1	1984	13.2475964	52.5407818
"1121"	"Berlin"	"Platz der Luftbrücke, Berlin, Germany"	"Berlin, Germany"	"Platz der Luftbrücke"	"U6"	2	14	1926	13.3879151	52.4836316
"1131"	"Berlin"	"Podbielskiallee, Berlin, Germany"	"Berlin, Germany"	"Podbielskiallee"	"U3"	10	12	1913	13.2967602	52.4645494
"1141"	"Berlin"	"Potsdamer Platz, Berlin, Germany"	"Berlin, Germany"	"Potsdamer Platz"	"U2"	2	18	1902	13.3757392	52.5093519
"1151"	"Berlin"	"Prinzenstraße, Berlin, Germany"	"Berlin, Germany"	"Prinzenstraße"	"U1"	8	18	1902	13.4079619	52.5001462
"1161"	"Berlin"	"Rathaus Neukölln, Berlin, Germany"	"Berlin, Germany"	"Rathaus Neukölln"	"U7"	4	11	1926	13.4445071	52.4407709
"1171"	"Berlin"	"Rathaus Reinickendorf, Berlin, Germany"	"Berlin, Germany"	"Rathaus Reinickendorf"	"U8"	9	24	1994	13.3312589	52.5844949
"1181"	"Berlin"	"Rathaus Schöneberg, Berlin, Germany"	"Berlin, Germany"	"Rathaus Schöneberg"	"U4"	12	1	1910	13.3443224	52.4849267
"1191"	"Berlin"	"Rathaus Spandau, Berlin, Germany"	"Berlin, Germany"	"Rathaus Spandau"	"U7"	10	1	1984	13.1995904	52.5357642
"1201"	"Berlin"	"Rathaus Steglitz, Berlin, Germany"	"Berlin, Germany"	"Rathaus Steglitz"	"U9"	9	30	1974	13.3225525	52.4555306
"1211"	"Berlin"	"Rehberge, Berlin, Germany"	"Berlin, Germany"	"Rehberge"	"U6"	5	3	1956	13.1827778	52.5791667
"1221"	"Berlin"	"Reinickendorfer Straße, Berlin, Germany"	"Berlin, Germany"	"Reinickendorfer Straße"	"U6"	3	8	1923	13.3688254	52.5488862
"1231"	"Berlin"	"Residenzstraße, Berlin, Germany"	"Berlin, Germany"	"Residenzstraße"	"U8"	4	27	1987	13.3634282	52.5656843
"1241"	"Berlin"	"Richard-Wagner-Platz, Berlin, Germany"	"Berlin, Germany"	"Richard-Wagner-Platz"	"U7"	5	14	1906	13.306157	52.517366
"1251"	"Berlin"	"Rohrdamm, Berlin, Germany"	"Berlin, Germany"	"Rohrdamm"	"U7"	10	1	1980	13.2639422	52.5386289
"1261"	"Berlin"	"Rosa-Luxemburg-Platz, Berlin, Germany"	"Berlin, Germany"	"Rosa-Luxemburg-Platz"	"U2"	7	27	1913	13.4111282	52.5267556
"1271"	"Berlin"	"Rosenthaler Platz, Berlin, Germany"	"Berlin, Germany"	"Rosenthaler Platz"	"U8"	4	18	1930	13.4029232	52.5299308
"1281"	"Berlin"	"Rüdesheimer Platz, Berlin, Germany"	"Berlin, Germany"	"Rüdesheimer Platz"	"U3"	10	12	1913	13.3144909	52.4729035
"1291"	"Berlin"	"Rudow, Berlin, Germany"	"Berlin, Germany"	"Rudow"	"U7"	7	1	1972	13.5026589	52.4177611
"1301"	"Berlin"	"Ruhleben, Berlin, Germany"	"Berlin, Germany"	"Ruhleben"	"U2"	12	22	1929	13.2410723	52.5257147
"1311"	"Berlin"	"Samariterstraße, Berlin, Germany"	"Berlin, Germany"	"Samariterstraße"	"U5"	12	21	1930	13.4655646	52.5173158
"1321"	"Berlin"	"Scharnweberstraße, Berlin, Germany"	"Berlin, Germany"	"Scharnweberstraße"	"U6"	5	31	1958	13.3202343	52.5659171
"1331"	"Berlin"	"Schillingstraße, Berlin, Germany"	"Berlin, Germany"	"Schillingstraße"	"U5"	12	21	1930	13.4208807	52.5182917
"1341"	"Berlin"	"Schlesisches Tor, Berlin, Germany"	"Berlin, Germany"	"Schlesisches Tor"	"U1"	2	18	1902	13.4416037	52.5008186
"1351"	"Berlin"	"Schloßstraße, Berlin, Germany"	"Berlin, Germany"	"Schloßstraße"	"U9"	9	30	1974	13.3221363	52.4584588
"1361"	"Berlin"	"Schönhauser Allee, Berlin, Germany"	"Berlin, Germany"	"Schönhauser Allee"	"U2"	7	27	1913	13.412362	52.5416289
"1371"	"Berlin"	"Schönleinstraße, Berlin, Germany"	"Berlin, Germany"	"Schönleinstraße"	"U8"	7	17	1927	13.4221445	52.4926961
"1381"	"Berlin"	"Schwartzkopffstraße, Berlin, Germany"	"Berlin, Germany"	"Schwartzkopffstraße"	"U6"	3	8	1923	13.3800286	52.5348943
"1391"	"Berlin"	"Seestraße, Berlin, Germany"	"Berlin, Germany"	"Seestraße"	"U6"	3	8	1923	13.3463837	52.5477196
"1401"	"Berlin"	"Senefelderplatz, Berlin, Germany"	"Berlin, Germany"	"Senefelderplatz"	"U2"	7	27	1913	13.4127872	52.5329104
"1411"	"Berlin"	"Siemensdamm, Berlin, Germany"	"Berlin, Germany"	"Siemensdamm"	"U7"	10	1	1980	13.2824361	52.5339162
"1421"	"Berlin"	"Sophie-Charlotte-Platz, Berlin, Germany"	"Berlin, Germany"	"Sophie-Charlotte-Platz"	"U2"	3	29	1908	13.2961461	52.5117354
"1431"	"Berlin"	"Spichernstraße, Berlin, Germany"	"Berlin, Germany"	"Spichernstraße"	"U3"	6	2	1959	13.3327769	52.4973181
"1441"	"Berlin"	"Spittelmarkt, Berlin, Germany"	"Berlin, Germany"	"Spittelmarkt"	"U2"	10	1	1908	13.4022041	52.5117278
"1451"	"Berlin"	"Stadtmitte, Berlin, Germany"	"Berlin, Germany"	"Stadtmitte"	"U2"	10	1	1908	13.3898622	52.5105478
"1461"	"Berlin"	"Strausberger Platz, Berlin, Germany"	"Berlin, Germany"	"Strausberger Platz"	"U5"	12	21	1930	13.4275825	52.518716
"1471"	"Berlin"	"Südstern, Berlin, Germany"	"Berlin, Germany"	"Südstern"	"U7"	12	14	1924	13.4066114	52.489459
"1481"	"Berlin"	"Tempelhof, Berlin, Germany"	"Berlin, Germany"	"Tempelhof"	"U6"	12	22	1929	13.3911032	52.4575526
"1491"	"Berlin"	"Theodor-Heuss-Platz, Berlin, Germany"	"Berlin, Germany"	"Theodor-Heuss-Platz"	"U2"	3	29	1908	13.2725759	52.5099532
"1501"	"Berlin"	"Thielplatz, Berlin, Germany"	"Berlin, Germany"	"Thielplatz"	"U3"	10	12	1913	13.281651	52.451
"1511"	"Berlin"	"Tierpark, Friedrichsfelde, Germany"	"Friedrichsfelde, Germany"	"Tierpark"	"U5"	6	25	1973	13.52033	52.50188
"1521"	"Berlin"	"Turmstraße, Berlin, Germany"	"Berlin, Germany"	"Turmstraße"	"U9"	8	28	1961	13.3416858	52.526401
"1531"	"Berlin"	"Uhlandstraße, Berlin, Germany"	"Berlin, Germany"	"Uhlandstraße"	"U1"	10	12	1913	13.3240168	52.4961007
"1541"	"Berlin"	"Ullsteinstraße, Berlin, Germany"	"Berlin, Germany"	"Ullsteinstraße"	"U6"	2	28	1966	13.3915474	52.4529708
"1551"	"Berlin"	"Viktoria-Luise-Platz, Berlin, Germany"	"Berlin, Germany"	"Viktoria-Luise-Platz"	"U4"	12	1	1910	13.3416371	52.4960839
"1561"	"Berlin"	"Vinetastraße, Berlin, Germany"	"Berlin, Germany"	"Vinetastraße"	"U2"	6	29	1930	13.4207342	52.5587355
"1571"	"Berlin"	"Voltastraße, Berlin, Germany"	"Berlin, Germany"	"Voltastraße"	"U8"	4	18	1930	13.3895637	52.5415629
"1581"	"Berlin"	"Walther-Schreiber-Platz, Berlin, Germany"	"Berlin, Germany"	"Walther-Schreiber-Platz"	"U9"	1	29	1971	13.3281989	52.4650444
"1591"	"Berlin"	"Warschauer Straße, Berlin, Germany"	"Berlin, Germany"	"Warschauer Straße"	"U1"	8	17	1902	13.4508643	52.5091442
"1601"	"Berlin"	"Weberwiese, Berlin, Germany"	"Berlin, Germany"	"Weberwiese"	"U5"	12	21	1930	13.4448715	52.5167279
"1611"	"Berlin"	"Wedding, Berlin, Germany"	"Berlin, Germany"	"Wedding"	"U6"	3	8	1923	13.338931	52.5560732
"1621"	"Berlin"	"Weinmeisterstraße, Berlin, Germany"	"Berlin, Germany"	"Weinmeisterstraße"	"U8"	4	18	1930	13.405281	52.5253669
"1631"	"Berlin"	"Westhafen, An der Putlitz Bridge, Berlin, Germany"	"An der Putlitz Bridge, Berlin, Germany"	"Westhafen"	"U9"	8	28	1961	13.3441534	52.5362456
"1641"	"Berlin"	"Westphalweg, Berlin, Germany"	"Berlin, Germany"	"Westphalweg"	"U6"	2	28	1966	13.3908001	52.4455691
"1651"	"Berlin"	"Wilmersdorfer Straße, Berlin, Germany"	"Berlin, Germany"	"Wilmersdorfer Straße"	"U7"	4	28	1978	13.3058592	52.5094081
"1661"	"Berlin"	"Wittenau, Berlin, Germany"	"Berlin, Germany"	"Wittenau"	"U8"	9	24	1994	13.3296942	52.592455
"1671"	"Berlin"	"Wittenbergplatz, Berlin, Germany"	"Berlin, Germany"	"Wittenbergplatz"	"U1"	3	11	1902	13.3429854	52.5018313
"1681"	"Berlin"	"Wuhletal, Berlin, Germany"	"Berlin, Germany"	"Wuhletal"	"U5"	7	1	1989	13.5722725	52.5035642
"1691"	"Berlin"	"Wutzkyallee, Berlin, Germany"	"Berlin, Germany"	"Wutzkyallee"	"U7"	1	2	1970	13.4746826	52.4232291
"1701"	"Berlin"	"Yorckstraße, Berlin, Germany"	"Berlin, Germany"	"Yorckstraße"	"U7"	1	29	1971	13.369075	52.4928352
"1711"	"Berlin"	"Zitadelle, Berlin, Germany"	"Berlin, Germany"	"Zitadelle"	"U7"	10	1	1984	13.2182563	52.5371913
"1721"	"Berlin"	"Zoologischer Garten, Berlin, Germany"	"Berlin, Germany"	"Zoologischer Garten"	"U2"	3	11	1902	13.3323672	52.5073337
"1731"	"Berlin"	"Zwickauer Damm, Berlin, Germany"	"Berlin, Germany"	"Zwickauer Damm"	"U7"	1	2	1970	13.4785542	52.4182869
"1102"	"Barcelona"	"Aeroport T1 Station, Barelona, Spain"	"Barelona, Spain"	"Aeroport T1 Station"	"L9"	NA	NA	2016	2.0711452	41.288762
"2100"	"Barcelona"	"Aeroport T2 Station, Barelona, Spain"	"Barelona, Spain"	"Aeroport T2 Station"	"L9"	NA	NA	2016	2.0733168	41.3042347
"312"	"Barcelona"	"Alfons X, Barelona, Spain"	"Barelona, Spain"	"Alfons X"	"L4"	NA	NA	1974	2.1663821	41.4123764
"412"	"Barcelona"	"Almeda, Barelona, Spain"	"Barelona, Spain"	"Almeda"	"L8"	NA	NA	1985	2.0902406	41.3544211
"512"	"Barcelona"	"Arc de Triomf, Barelona, Spain"	"Barelona, Spain"	"Arc de Triomf"	"L1"	NA	NA	1932	2.1806615	41.391033
"612"	"Barcelona"	"Artigues-Sant Adrià, Barelona, Spain"	"Barelona, Spain"	"Artigues-Sant Adrià"	"L2"	NA	NA	1985	2.2185879	41.4334102
"712"	"Barcelona"	"Avinguda Carrilet, Barelona, Spain"	"Barelona, Spain"	"Avinguda Carrilet"	"L1, L8"	NA	NA	1987	2.1352342	41.3661277
"812"	"Barcelona"	"Avinguda Tibidabo, Barelona, Spain"	"Barelona, Spain"	"Avinguda Tibidabo"	"L7"	NA	NA	1953	2.1371628	41.409648
"912"	"Barcelona"	"Bac de Roda, Barelona, Spain"	"Barelona, Spain"	"Bac de Roda"	"L2"	NA	NA	1997	2.195503	41.415162
"1012"	"Barcelona"	"Badal, Barelona, Spain"	"Barelona, Spain"	"Badal"	"L5"	NA	NA	1969	2.127424	41.37558
"1112"	"Barcelona"	"Badalona Pompeu Fabra, Barelona, Spain"	"Barelona, Spain"	"Badalona Pompeu Fabra"	"L2"	NA	NA	2010	2.2568001	41.4579228
"1212"	"Barcelona"	"Barceloneta, Barelona, Spain"	"Barelona, Spain"	"Barceloneta"	"L4"	NA	NA	1976	2.1893853	41.3808941
"1312"	"Barcelona"	"Baró de Viver, Barelona, Spain"	"Barelona, Spain"	"Baró de Viver"	"L1"	NA	NA	1983	2.1978471	41.4440989
"1412"	"Barcelona"	"Bellvitge, Barelona, Spain"	"Barelona, Spain"	"Bellvitge"	"L1"	NA	NA	1989	2.1087691	41.3520453
"1512"	"Barcelona"	"Besòs, Barelona, Spain"	"Barelona, Spain"	"Besòs"	"L4"	NA	NA	1982	2.210213	41.4199181
"1612"	"Barcelona"	"Besòs Mar, Barelona, Spain"	"Barelona, Spain"	"Besòs Mar"	"L4"	NA	NA	1982	2.216082	41.415099
"1712"	"Barcelona"	"Bogatell, Barelona, Spain"	"Barelona, Spain"	"Bogatell"	"L4"	NA	NA	1977	2.1915714	41.3948909
"1811"	"Barcelona"	"Bon Pastor, Barelona, Spain"	"Barelona, Spain"	"Bon Pastor"	"L9, L10"	NA	NA	2010	2.199783	41.4365208
"1911"	"Barcelona"	"Camp de l’Arpa, Barelona, Spain"	"Barelona, Spain"	"Camp de l’Arpa"	"L5"	NA	NA	1970	2.1814971	41.4150581
"2011"	"Barcelona"	"Can Boixeres, Barelona, Spain"	"Barelona, Spain"	"Can Boixeres"	"L5"	NA	NA	1976	2.0927302	41.3701783
"2111"	"Barcelona"	"Can Cuiàs, Barelona, Spain"	"Barelona, Spain"	"Can Cuiàs"	"L11"	NA	NA	2003	2.17305	41.462422
"2211"	"Barcelona"	"Can Peixauet, Barelona, Spain"	"Barelona, Spain"	"Can Peixauet"	"L9"	NA	NA	2009	2.210027	41.443985
"2311"	"Barcelona"	"Can Serra, L’Hospitalet de Llobregat, Spain"	"L’Hospitalet de Llobregat, Spain"	"Can Serra"	"L1"	NA	NA	1987	2.0956469	41.3664813
"2411"	"Barcelona"	"Can Tries - Gornal, Barelona, Spain"	"Barelona, Spain"	"Can Tries - Gornal"	"L9"	NA	NA	2016	2.1199742	41.3578234
"2511"	"Barcelona"	"Can Vidalet, Barelona, Spain"	"Barelona, Spain"	"Can Vidalet"	"L5"	NA	NA	1986	2.0964929	41.3731384
"2611"	"Barcelona"	"Can Zam, Barelona, Spain"	"Barelona, Spain"	"Can Zam"	"L9"	NA	NA	2009	2.1984031	41.457577
"2711"	"Barcelona"	"Canyelles Station, Barelona, Spain"	"Barelona, Spain"	"Canyelles Station"	"L3"	NA	NA	2001	2.166388	41.4417534
"2811"	"Barcelona"	"Casa de l’Aigua, Barelona, Spain"	"Barelona, Spain"	"Casa de l’Aigua"	"L11"	NA	NA	2003	2.18484	41.4512787
"2911"	"Barcelona"	"Plaça Catalunya, Barelona, Spain"	"Barelona, Spain"	"Plaça Catalunya"	"L1, L3, L6, L7"	NA	NA	1926	2.16952	41.3874638
"302"	"Barcelona"	"Cèntric, Barelona, Spain"	"Barelona, Spain"	"Cèntric"	"L9"	NA	NA	2016	2.0938088	41.3218949
"313"	"Barcelona"	"Ciutadella-Vila Olímpica, Barelona, Spain"	"Barelona, Spain"	"Ciutadella-Vila Olímpica"	"L4"	NA	NA	1977	2.191922	41.387614
"322"	"Barcelona"	"Ciutat Meridiana, Barelona, Spain"	"Barelona, Spain"	"Ciutat Meridiana"	"L11"	NA	NA	2003	2.1757278	41.4620238
"332"	"Barcelona"	"Clot, Barelona, Spain"	"Barelona, Spain"	"Clot"	"L1, L2"	NA	NA	1997	2.1892366	41.4097037
"342"	"Barcelona"	"Collblanc, Barelona, Spain"	"Barelona, Spain"	"Collblanc"	"L5, L9"	NA	NA	1969	2.1162377	41.3726581
"352"	"Barcelona"	"Congrés, Barelona, Spain"	"Barelona, Spain"	"Congrés"	"L5"	NA	NA	1959	2.181186	41.423439
"362"	"Barcelona"	"Cornellà Centre, Barelona, Spain"	"Barelona, Spain"	"Cornellà Centre"	"L5"	NA	NA	1983	2.0688846	41.3569217
"372"	"Barcelona"	"Cornellà Riera, Barelona, Spain"	"Barelona, Spain"	"Cornellà Riera"	"L8"	NA	NA	1985	2.073196	41.3514183
"382"	"Barcelona"	"Diagonal, Barelona, Spain"	"Barelona, Spain"	"Diagonal"	"L3, L5"	NA	NA	1924	2.1600767	41.3962442
"392"	"Barcelona"	"Drassanes, Barelona, Spain"	"Barelona, Spain"	"Drassanes"	"L3"	NA	NA	1968	2.175664	41.376538
"402"	"Barcelona"	"El Carmel, Barelona, Spain"	"Barelona, Spain"	"El Carmel"	"L5"	NA	NA	2010	2.1560753	41.422371
"413"	"Barcelona"	"El Coll - La Teixonera, Barelona, Spain"	"Barelona, Spain"	"El Coll - La Teixonera"	"L5"	NA	NA	2010	2.1502735	41.4209341
"422"	"Barcelona"	"El Maresme-Fòrum, Barelona, Spain"	"Barelona, Spain"	"El Maresme-Fòrum"	"L4"	NA	NA	2003	2.216692	41.4117813
"432"	"Barcelona"	"El Prat Estació, Barelona, Spain"	"Barelona, Spain"	"El Prat Estació"	"L9"	NA	NA	2016	2.0900347	41.331486
"442"	"Barcelona"	"El Putxet, Barelona, Spain"	"Barelona, Spain"	"El Putxet"	"L7"	NA	NA	1953	2.1391515	41.4058257
"452"	"Barcelona"	"Encants, Barelona, Spain"	"Barelona, Spain"	"Encants"	"L2"	NA	NA	1997	2.1827	41.407236
"462"	"Barcelona"	"Entença, Barelona, Spain"	"Barelona, Spain"	"Entença"	"L5"	NA	NA	1969	2.145619	41.384467
"472"	"Barcelona"	"Ernest Lluch, Barelona, Spain"	"Barelona, Spain"	"Ernest Lluch"	"L5"	NA	NA	2009	2.1108259	41.3766832
"482"	"Barcelona"	"Església Major, Barelona, Spain"	"Barelona, Spain"	"Església Major"	"L9"	NA	NA	2009	2.212177	41.4547958
"492"	"Barcelona"	"Plaça Espanya, Barelona, Spain"	"Barelona, Spain"	"Plaça Espanya"	"L3, L1, L8"	NA	NA	1929	2.1492347	41.3750138
"502"	"Barcelona"	"Europa-Fira, Barelona, Spain"	"Barelona, Spain"	"Europa-Fira"	"L8, L9"	NA	NA	2007	2.1306444	41.3520718
"513"	"Barcelona"	"Fabra i Puig, Barelona, Spain"	"Barelona, Spain"	"Fabra i Puig"	"L1"	NA	NA	1954	2.183873	41.429359
"522"	"Barcelona"	"Fira, Barelona, Spain"	"Barelona, Spain"	"Fira"	"L9"	NA	NA	2016	2.1306444	41.3520718
"532"	"Barcelona"	"Florida, Barelona, Spain"	"Barelona, Spain"	"Florida"	"L1"	NA	NA	1987	2.110001	41.368316
"542"	"Barcelona"	"Fondo, Barelona, Spain"	"Barelona, Spain"	"Fondo"	"L1, L9"	NA	NA	1992	2.2184349	41.4514435
"552"	"Barcelona"	"Fontana, Barelona, Spain"	"Barelona, Spain"	"Fontana"	"L3"	NA	NA	1924	2.1527302	41.402626
"562"	"Barcelona"	"Gavarra, Barelona, Spain"	"Barelona, Spain"	"Gavarra"	"L5"	NA	NA	1983	2.079273	41.357995
"572"	"Barcelona"	"Girona Station, Barelona, Spain"	"Barelona, Spain"	"Girona Station"	"L4"	NA	NA	1973	2.170825	41.39492
"582"	"Barcelona"	"Glòries, Barelona, Spain"	"Barelona, Spain"	"Glòries"	"L1"	NA	NA	1951	2.186897	41.401681
"592"	"Barcelona"	"Gorg, Barelona, Spain"	"Barelona, Spain"	"Gorg"	"L2, L10"	NA	NA	1985	2.2337931	41.4401418
"602"	"Barcelona"	"Gornal, Barelona, Spain"	"Barelona, Spain"	"Gornal"	"L8"	NA	NA	1987	2.1176693	41.3560411
"613"	"Barcelona"	"Gràcia, Barelona, Spain"	"Barelona, Spain"	"Gràcia"	"L6, L7"	NA	NA	1929	2.1539202	41.4097751
"622"	"Barcelona"	"Guinardó – Hospital de Sant Pau, Barelona, Spain"	"Barelona, Spain"	"Guinardó – Hospital de Sant Pau"	"L4"	NA	NA	1974	2.173989	41.415962
"632"	"Barcelona"	"Horta, Barelona, Spain"	"Barelona, Spain"	"Horta"	"L5"	NA	NA	1967	2.155286	41.4333025
"642"	"Barcelona"	"Hospital Clínic, Barelona, Spain"	"Barelona, Spain"	"Hospital Clínic"	"L5"	NA	NA	1969	2.1511	41.388619
"652"	"Barcelona"	"Hospital de Bellvitge, Barelona, Spain"	"Barelona, Spain"	"Hospital de Bellvitge"	"L1"	NA	NA	1989	2.107242	41.344677
"662"	"Barcelona"	"Hostafrancs, Barelona, Spain"	"Barelona, Spain"	"Hostafrancs"	"L1"	NA	NA	1926	2.1451349	41.3752223
"672"	"Barcelona"	"Ildefons Cerdà, Barelona, Spain"	"Barelona, Spain"	"Ildefons Cerdà"	"L8"	NA	NA	1987	2.1301723	41.3611533
"682"	"Barcelona"	"Jaume I, Barelona, Spain"	"Barelona, Spain"	"Jaume I"	"L4"	NA	NA	1926	2.1784181	41.3838488
"692"	"Barcelona"	"Joanic, Barelona, Spain"	"Barelona, Spain"	"Joanic"	"L4"	NA	NA	1973	2.163217	41.4066577
"702"	"Barcelona"	"La Bonanova, Barelona, Spain"	"Barelona, Spain"	"La Bonanova"	"L6"	NA	NA	1952	2.1254914	41.4076694
"713"	"Barcelona"	"La Pau, Barelona, Spain"	"Barelona, Spain"	"La Pau"	"L2, L4"	NA	NA	1982	2.2056079	41.4240341
"722"	"Barcelona"	"La Salut, Barelona, Spain"	"Barelona, Spain"	"La Salut"	"L10"	NA	NA	2010	2.1536193	41.4124069
"732"	"Barcelona"	"Les Corts, Barelona, Spain"	"Barelona, Spain"	"Les Corts"	"L3"	NA	NA	1975	2.1167971	41.3834895
"742"	"Barcelona"	"Les Moreres, Barelona, Spain"	"Barelona, Spain"	"Les Moreres"	"L9"	NA	NA	2016	2.103133	41.3291758
"752"	"Barcelona"	"Les Tres Torres, Barelona, Spain"	"Barelona, Spain"	"Les Tres Torres"	"L6"	NA	NA	1952	2.1315217	41.3977987
"762"	"Barcelona"	"Lesseps, Barelona, Spain"	"Barelona, Spain"	"Lesseps"	"L3"	NA	NA	1924	2.150407	41.405738
"772"	"Barcelona"	"Liceu, Barelona, Spain"	"Barelona, Spain"	"Liceu"	"L3"	NA	NA	1925	2.17303	41.381445
"782"	"Barcelona"	"Llacuna, Barelona, Spain"	"Barelona, Spain"	"Llacuna"	"L4"	NA	NA	1977	2.197712	41.399425
"792"	"Barcelona"	"Llefià, Barelona, Spain"	"Barelona, Spain"	"Llefià"	"L10"	NA	NA	2010	2.216307	41.4409851
"802"	"Barcelona"	"Llucmajor, Barelona, Spain"	"Barelona, Spain"	"Llucmajor"	"L4"	NA	NA	1982	2.1733415	41.4369901
"813"	"Barcelona"	"Magòria-La Campana, Barelona, Spain"	"Barelona, Spain"	"Magòria-La Campana"	"L8"	NA	NA	1997	2.1388794	41.3674877
"822"	"Barcelona"	"Maragall, Barelona, Spain"	"Barelona, Spain"	"Maragall"	"L4, L5"	NA	NA	1982	2.177413	41.424129
"832"	"Barcelona"	"Maria Cristina, Barelona, Spain"	"Barelona, Spain"	"Maria Cristina"	"L3"	NA	NA	1975	2.126508	41.387972
"842"	"Barcelona"	"Marina, Barelona, Spain"	"Barelona, Spain"	"Marina"	"L1"	NA	NA	1933	2.268139	41.4608769
"852"	"Barcelona"	"Mas Blau, Barelona, Spain"	"Barelona, Spain"	"Mas Blau"	"L9"	NA	NA	2016	2.0735008	41.31159
"862"	"Barcelona"	"Mercabarna, Barelona, Spain"	"Barelona, Spain"	"Mercabarna"	"L9"	NA	NA	2016	2.1155443	41.3311312
"872"	"Barcelona"	"Mercat Nou, Barelona, Spain"	"Barelona, Spain"	"Mercat Nou"	"L1"	NA	NA	1926	2.1335361	41.3730011
"882"	"Barcelona"	"Molí Nou-Ciutat Cooperativa, Barelona, Spain"	"Barelona, Spain"	"Molí Nou-Ciutat Cooperativa"	"L8"	NA	NA	2002	2.035091	41.3578343
"892"	"Barcelona"	"Montbau, Barelona, Spain"	"Barelona, Spain"	"Montbau"	"L3"	NA	NA	1985	2.1438689	41.4304873
"902"	"Barcelona"	"Monumental, Barelona, Spain"	"Barelona, Spain"	"Monumental"	"L2"	NA	NA	1995	2.179462	41.400524
"913"	"Barcelona"	"Mundet, Barelona, Spain"	"Barelona, Spain"	"Mundet"	"L3"	NA	NA	2001	2.148472	41.435645
