"city"	"geo_location"	"location"	"station"	"line"	"opened_month"	"opened_day"	"opened_year"	"lon"	"lat"
"196"	"Paris"	"Place d’Italie, Paris, France"	"Paris, France"	"Place d’Italie"	"5, 6, 7"	4	24	1906	2.3553901	48.830816
"197"	"Paris"	"Place de Clichy, Paris, France"	"Paris, France"	"Place de Clichy"	"2, 13"	10	7	1902	2.3271952	48.8835876
"198"	"Paris"	"Place des Fêtes, Paris, France"	"Paris, France"	"Place des Fêtes"	"7bis, 11"	7	18	1911	2.3947305	48.8772254
"199"	"Paris"	"Place Monge, Paris, France"	"Paris, France"	"Place Monge"	"7"	2	15	1930	2.3520726	48.8431545
"200"	"Paris"	"Plaisance, Paris, France"	"Paris, France"	"Plaisance"	"13"	1	21	1937	2.3169578	48.8290977
"201"	"Paris"	"Pointe du Lac, Créteil, France"	"Créteil, France"	"Pointe du Lac"	"8"	10	8	2011	2.455281	48.7680466
"202"	"Paris"	"Poissonnière, Paris, France"	"Paris, France"	"Poissonnière"	"7"	11	5	1910	2.349057	48.877248
"203"	"Paris"	"Pont de Levallois – Bécon, Levallois-Perret, France"	"Levallois-Perret, France"	"Pont de Levallois – Bécon"	"3"	9	24	1937	2.280339	48.897236
"204"	"Paris"	"Pont de Neuilly, Neuilly-sur-Seine, France"	"Neuilly-sur-Seine, France"	"Pont de Neuilly"	"1"	4	29	1937	2.260614	48.884702
"205"	"Paris"	"Pont de Sèvres, Boulogne-Billancourt, France"	"Boulogne-Billancourt, France"	"Pont de Sèvres"	"9"	2	3	1934	2.2324421	48.8303363
"206"	"Paris"	"Pont Marie, Paris, France"	"Paris, France"	"Pont Marie"	"7"	4	16	1926	2.3573397	48.8527805
"207"	"Paris"	"Pont Neuf, Paris, France"	"Paris, France"	"Pont Neuf"	"7"	4	16	1926	2.3415341	48.8572464
"208"	"Paris"	"Porte d’Auteuil, Paris, France"	"Paris, France"	"Porte d’Auteuil"	"10"	9	30	1913	2.259144	48.847943
"209"	"Paris"	"Porte d’Italie, Paris, France"	"Paris, France"	"Porte d’Italie"	"7"	3	7	1930	2.360231	48.819067
"210"	"Paris"	"Porte d’Ivry, Paris, France"	"Paris, France"	"Porte d’Ivry"	"7"	4	26	1931	2.370021	48.821819
"211"	"Paris"	"Porte d’Orléans, Paris, France"	"Paris, France"	"Porte d’Orléans"	"4"	10	30	1909	2.3522219	48.856614
"212"	"Paris"	"Porte Dauphine, Paris, France"	"Paris, France"	"Porte Dauphine"	"2"	12	13	1900	2.272776	48.8727631
"213"	"Paris"	"Porte de Bagnolet, Paris, France"	"Paris, France"	"Porte de Bagnolet"	"3"	4	2	1971	2.407013	48.864568
"214"	"Paris"	"Porte de Champerret, Paris, France"	"Paris, France"	"Porte de Champerret"	"3"	2	15	1911	2.29375	48.885794
"215"	"Paris"	"Porte de Charenton, Paris, France"	"Paris, France"	"Porte de Charenton"	"8"	5	5	1931	2.3522219	48.856614
"216"	"Paris"	"Porte de Choisy, Paris, France"	"Paris, France"	"Porte de Choisy"	"7"	3	7	1930	2.3522219	48.856614
"217"	"Paris"	"Porte de Clichy, Paris, France"	"Paris, France"	"Porte de Clichy"	"13"	1	20	1912	2.3188421	48.8951436
"218"	"Paris"	"Porte de Clignancourt, Paris, France"	"Paris, France"	"Porte de Clignancourt"	"4"	4	21	1908	2.3431282	48.899692
"219"	"Paris"	"Porte de la Chapelle, Paris, France"	"Paris, France"	"Porte de la Chapelle"	"12"	8	23	1916	2.3639939	48.896748
"220"	"Paris"	"Porte de la Villette, Paris, France"	"Paris, France"	"Porte de la Villette"	"7"	11	5	1910	2.3861153	48.8975116
"221"	"Paris"	"Porte de Montreuil, Paris, France"	"Paris, France"	"Porte de Montreuil"	"9"	12	10	1933	2.410949	48.853548
"222"	"Paris"	"Porte de Pantin, Paris, France"	"Paris, France"	"Porte de Pantin"	"5"	10	12	1942	2.3913368	48.8882065
"223"	"Paris"	"Porte de Saint-Cloud, Paris, France"	"Paris, France"	"Porte de Saint-Cloud"	"9"	9	29	1923	2.2607117	48.835873
"224"	"Paris"	"Porte de Saint-Ouen, Paris, France"	"Paris, France"	"Porte de Saint-Ouen"	"13"	2	26	1911	2.3268216	48.898132
"225"	"Paris"	"Porte de Vanves, Paris, France"	"Paris, France"	"Porte de Vanves"	"13"	1	21	1937	2.307701	48.827396
"226"	"Paris"	"Porte de Versailles, Paris, France"	"Paris, France"	"Porte de Versailles"	"12"	11	5	1910	2.3522219	48.856614
"227"	"Paris"	"Porte de Vincennes, Paris, France"	"Paris, France"	"Porte de Vincennes"	"1"	7	19	1900	2.4144842	48.8464015
"228"	"Paris"	"Porte des Lilas, Paris, France"	"Paris, France"	"Porte des Lilas"	"3bis, 11"	11	27	1921	2.3522219	48.856614
"229"	"Paris"	"Porte Dorée, Paris, France"	"Paris, France"	"Porte Dorée"	"8"	5	5	1931	2.405488	48.834876
"230"	"Paris"	"Porte Maillot, Paris, France"	"Paris, France"	"Porte Maillot"	"1"	7	19	1900	2.2821311	48.878867
"231"	"Paris"	"Pré Saint-Gervais, Paris, France"	"Paris, France"	"Pré Saint-Gervais"	"7bis"	1	18	1911	2.40557	48.885063
"232"	"Paris"	"Pyramides, Paris, France"	"Paris, France"	"Pyramides"	"7, 14"	7	1	1916	2.334361	48.865825
"233"	"Paris"	"Pyrénées, Paris, France"	"Paris, France"	"Pyrénées"	"11"	4	28	1935	2.38526	48.873878
"234"	"Paris"	"Quai de la Gare, Paris, France"	"Paris, France"	"Quai de la Gare"	"6"	3	1	1909	2.373067	48.837222
"235"	"Paris"	"Quai de la Rapée, Paris, France"	"Paris, France"	"Quai de la Rapée"	"5"	7	13	1906	2.365875	48.846559
"236"	"Paris"	"Quatre-Septembre, Paris, France"	"Paris, France"	"Quatre-Septembre"	"3"	11	3	1904	2.3358375	48.8696059
"237"	"Paris"	"Rambuteau, Paris, France"	"Paris, France"	"Rambuteau"	"11"	4	28	1935	2.353877	48.861927
"238"	"Paris"	"Ranelagh, Paris, France"	"Paris, France"	"Ranelagh"	"9"	11	8	1922	2.269624	48.855025
"239"	"Paris"	"Raspail, Paris, France"	"Paris, France"	"Raspail"	"4, 6"	4	24	1906	2.33073	48.839009
"240"	"Paris"	"Réaumur – Sébastopol, Paris, France"	"Paris, France"	"Réaumur – Sébastopol"	"3, 4"	10	19	1904	2.352544	48.866227
"241"	"Paris"	"Rennes, Paris, France"	"Paris, France"	"Rennes"	"12"	11	5	1910	2.327653	48.848576
"242"	"Paris"	"République, Paris, France"	"Paris, France"	"République"	"3, 5, 8, 9, 11"	10	19	1904	2.363811	48.867503
"243"	"Paris"	"Reuilly – Diderot, Paris, France"	"Paris, France"	"Reuilly – Diderot"	"1, 8"	8	20	1900	2.386581	48.847318
"244"	"Paris"	"Richard-Lenoir, Paris, France"	"Paris, France"	"Richard-Lenoir"	"5"	12	17	1906	2.372071	48.860395
"245"	"Paris"	"Richelieu – Drouot, Paris, France"	"Paris, France"	"Richelieu – Drouot"	"8, 9"	6	30	1928	2.339509	48.872102
"246"	"Paris"	"Riquet, Paris, France"	"Paris, France"	"Riquet"	"7"	11	5	1910	2.374171	48.888362
"247"	"Paris"	"Robespierre, Montreuil, France"	"Montreuil, France"	"Robespierre"	"9"	10	14	1937	2.423451	48.855773
"248"	"Paris"	"Rome, Paris, France"	"Paris, France"	"Rome"	"2"	11	6	1902	2.321986	48.882416
"249"	"Paris"	"Rue de la Pompe, Paris, France"	"Paris, France"	"Rue de la Pompe"	"9"	11	8	1922	2.2791755	48.8654314
"250"	"Paris"	"Rue des Boulets, Paris, France"	"Paris, France"	"Rue des Boulets"	"9"	12	10	1933	2.3894332	48.8523613
"251"	"Paris"	"Rue du Bac, Paris, France"	"Paris, France"	"Rue du Bac"	"12"	11	5	1910	2.324953	48.8553707
"252"	"Paris"	"Rue Saint-Maur, Paris, France"	"Paris, France"	"Rue Saint-Maur"	"3"	10	19	1904	2.3769526	48.8660921
"253"	"Paris"	"Saint-Ambroise, Paris, France"	"Paris, France"	"Saint-Ambroise"	"9"	12	10	1933	2.3772575	48.8618494
"254"	"Paris"	"Saint-Augustin, Paris, France"	"Paris, France"	"Saint-Augustin"	"9"	5	27	1923	2.3359592	48.8688905
"255"	"Paris"	"Saint-Denis – Porte de Paris, Saint-Denis, France"	"Saint-Denis, France"	"Saint-Denis – Porte de Paris"	"13"	5	26	1976	2.356813	48.929784
"256"	"Paris"	"Saint-Denis – Université, Saint-Denis, France"	"Saint-Denis, France"	"Saint-Denis – Université"	"13"	5	25	1998	2.364438	48.94623
"257"	"Paris"	"Saint-Fargeau, Paris, France"	"Paris, France"	"Saint-Fargeau"	"3bis"	11	27	1921	2.4033854	48.87138
"258"	"Paris"	"Saint-François-Xavier, Paris, France"	"Paris, France"	"Saint-François-Xavier"	"13"	12	30	1923	2.3522219	48.856614
"259"	"Paris"	"Saint-Germain-des-Prés, Paris, France"	"Paris, France"	"Saint-Germain-des-Prés"	"4"	1	9	1910	2.3333285	48.8537981
"260"	"Paris"	"Saint-Georges, Paris, France"	"Paris, France"	"Saint-Georges"	"12"	4	8	1911	2.333799	48.8803605
"261"	"Paris"	"Saint-Jacques, Paris, France"	"Paris, France"	"Saint-Jacques"	"6"	4	24	1906	2.337082	48.832914
"262"	"Paris"	"Saint-Lazare, Paris, France"	"Paris, France"	"Saint-Lazare"	"3, 12, 13, 14"	10	19	1904	2.3244292	48.874844
"263"	"Paris"	"Saint-Mandé, Saint-Mandé, France"	"Saint-Mandé, France"	"Saint-Mandé"	"1"	3	24	1934	2.4173165	48.8467027
"264"	"Paris"	"Saint-Marcel, Paris, France"	"Paris, France"	"Saint-Marcel"	"5"	6	2	1906	2.3570328	48.8384846
"265"	"Paris"	"Saint-Michel, Paris, France"	"Paris, France"	"Saint-Michel"	"4"	9	9	1910	2.3442096	48.8532211
"266"	"Paris"	"Saint-Paul, Paris, France"	"Paris, France"	"Saint-Paul"	"1"	8	6	1900	2.360738	48.855209
"267"	"Paris"	"Saint-Philippe du Roule, Paris, France"	"Paris, France"	"Saint-Philippe du Roule"	"9"	5	27	1923	2.3107325	48.8732695
"268"	"Paris"	"Saint-Placide, Paris, France"	"Paris, France"	"Saint-Placide"	"4"	1	9	1910	2.3269375	48.8468035
"269"	"Paris"	"Saint-Sébastien – Froissart, Paris, France"	"Paris, France"	"Saint-Sébastien – Froissart"	"8"	5	5	1931	2.367226	48.860974
"270"	"Paris"	"Saint-Sulpice, Paris, France"	"Paris, France"	"Saint-Sulpice"	"4"	1	9	1910	2.3336721	48.8505564
"271"	"Paris"	"Ségur, Paris, France"	"Paris, France"	"Ségur"	"10"	7	29	1937	2.3072944	48.8470338
"272"	"Paris"	"Sentier, Paris, France"	"Paris, France"	"Sentier"	"3"	11	20	1904	2.3459524	48.8693621
"273"	"Paris"	"Sèvres – Babylone, Paris, France"	"Paris, France"	"Sèvres – Babylone"	"10, 12"	11	5	1910	2.326516	48.851268
"274"	"Paris"	"Sèvres – Lecourbe, Paris, France"	"Paris, France"	"Sèvres – Lecourbe"	"6"	4	24	1906	2.3522219	48.856614
"275"	"Paris"	"Simplon, Paris, France"	"Paris, France"	"Simplon"	"4"	5	14	1908	2.347936	48.893658
"276"	"Paris"	"Solférino, Paris, France"	"Paris, France"	"Solférino"	"12"	11	5	1910	2.323271	48.858285
"277"	"Paris"	"Stalingrad, Paris, France"	"Paris, France"	"Stalingrad"	"2, 5, 7"	1	31	1903	2.36846	48.884035
"278"	"Paris"	"Strasbourg – Saint-Denis, Paris, France"	"Paris, France"	"Strasbourg – Saint-Denis"	"4, 8, 9"	5	5	1908	2.3539716	48.8694942
"279"	"Paris"	"Sully – Morland, Paris, France"	"Paris, France"	"Sully – Morland"	"7"	6	3	1930	2.361755	48.851721
"280"	"Paris"	"Télégraphe, Paris, France"	"Paris, France"	"Télégraphe"	"11"	4	28	1935	2.4024646	48.8729729
"281"	"Paris"	"Temple, Paris, France"	"Paris, France"	"Temple"	"3"	10	19	1904	2.360595	48.866489
"282"	"Paris"	"Ternes, Paris, France"	"Paris, France"	"Ternes"	"2"	10	7	1902	2.2930101	48.8799177
"283"	"Paris"	"Tolbiac, Paris, France"	"Paris, France"	"Tolbiac"	"7"	3	7	1930	2.3592576	48.8261533
"284"	"Paris"	"Trinité – d’Estienne d’Orves, Paris, France"	"Paris, France"	"Trinité – d’Estienne d’Orves"	"12"	11	5	1910	2.3324602	48.8765017
"285"	"Paris"	"Trocadéro, Paris, France"	"Paris, France"	"Trocadéro"	"6, 9"	10	2	1900	2.2876668	48.8637416
"286"	"Paris"	"Tuileries, Paris, France"	"Paris, France"	"Tuileries"	"1"	7	19	1900	2.3301324	48.8642871
"287"	"Paris"	"Vaneau, Paris, France"	"Paris, France"	"Vaneau"	"10"	12	30	1923	2.321558	48.848947
"288"	"Paris"	"Varenne, Paris, France"	"Paris, France"	"Varenne"	"13"	12	30	1923	2.3152806	48.856888
"289"	"Paris"	"Vaugirard, Paris, France"	"Paris, France"	"Vaugirard"	"12"	11	5	1910	2.2927665	48.8421616
"290"	"Paris"	"Vavin, Paris, France"	"Paris, France"	"Vavin"	"4"	1	9	1910	2.3288926	48.8422317
"291"	"Paris"	"Victor Hugo, Paris, France"	"Paris, France"	"Victor Hugo"	"2"	12	13	1900	2.285929	48.869916
"292"	"Paris"	"Villejuif – Léo Lagrange, Villejuif, France"	"Villejuif, France"	"Villejuif – Léo Lagrange"	"7"	2	28	1985	2.359279	48.792716
"293"	"Paris"	"Villejuif – Louis Aragon, Villejuif, France"	"Villejuif, France"	"Villejuif – Louis Aragon"	"7"	2	28	1985	2.3669275	48.7879246
"294"	"Paris"	"Villejuif – Paul Vaillant-Couturier, Villejuif, France"	"Villejuif, France"	"Villejuif – Paul Vaillant-Couturier"	"7"	2	28	1985	2.359279	48.792716
"295"	"Paris"	"Villiers, Paris, France"	"Paris, France"	"Villiers"	"2, 3"	10	19	1904	2.315079	48.881146
"296"	"Paris"	"Volontaires, Paris, France"	"Paris, France"	"Volontaires"	"12"	11	5	1910	2.307907	48.841457
"297"	"Paris"	"Voltaire, Paris, France"	"Paris, France"	"Voltaire"	"9"	12	10	1933	2.3803084	48.8578076
"298"	"Paris"	"Wagram, Paris, France"	"Paris, France"	"Wagram"	"3"	5	23	1910	2.303668	48.884057
"1100"	"Berlin"	"Adenauerplatz, Berlin, Germany"	"Berlin, Germany"	"Adenauerplatz"	"U7"	4	28	1978	13.3070307	52.499987
"299"	"Berlin"	"Afrikanische Straße, Berlin, Germany"	"Berlin, Germany"	"Afrikanische Straße"	"U6"	5	3	1956	13.3364032	52.5533537
"310"	"Berlin"	"Alexanderplatz, Berlin, Germany"	"Berlin, Germany"	"Alexanderplatz"	"U2"	7	1	1913	13.4132147	52.5219184
"410"	"Berlin"	"Alt-Mariendorf, Berlin, Germany"	"Berlin, Germany"	"Alt-Mariendorf"	"U6"	2	28	1966	13.3889927	52.440456
"510"	"Berlin"	"Alt-Tegel, Berlin, Germany"	"Berlin, Germany"	"Alt-Tegel"	"U6"	5	29	1958	13.2787004	52.5885268
"610"	"Berlin"	"Alt-Tempelhof, Berlin, Germany"	"Berlin, Germany"	"Alt-Tempelhof"	"U6"	2	28	1966	13.3834952	52.465671
"710"	"Berlin"	"Altstadt Spandau, Berlin, Germany"	"Berlin, Germany"	"Altstadt Spandau"	"U7"	10	1	1984	13.2048152	52.5371544
"810"	"Berlin"	"Amrumer Straße, Berlin, Germany"	"Berlin, Germany"	"Amrumer Straße"	"U9"	8	28	1961	13.3471026	52.5438286
"910"	"Berlin"	"Augsburger Straße, Berlin, Germany"	"Berlin, Germany"	"Augsburger Straße"	"U3"	5	8	1961	13.3354282	52.5014737
"1010"	"Berlin"	"Bayerischer Platz, Berlin, Germany"	"Berlin, Germany"	"Bayerischer Platz"	"U4"	12	1	1910	13.3401887	52.4883837
"1110"	"Berlin"	"Berliner Straße, Berlin, Germany"	"Berlin, Germany"	"Berliner Straße"	"U7"	1	29	1971	13.2714864	52.4382694
"1210"	"Berlin"	"Bernauer Straße, Berlin, Germany"	"Berlin, Germany"	"Bernauer Straße"	"U8"	4	18	1930	13.3960555	52.5383229
"1310"	"Berlin"	"Biesdorf-Süd, Berlin, Germany"	"Berlin, Germany"	"Biesdorf-Süd"	"U5"	7	1	1988	13.550194	52.483066
"1410"	"Berlin"	"Birkenstraße, Berlin, Germany"	"Berlin, Germany"	"Birkenstraße"	"U9"	1	28	1961	13.3460008	52.5310994
"1510"	"Berlin"	"Bismarckstraße, Berlin, Germany"	"Berlin, Germany"	"Bismarckstraße"	"U2"	4	28	1978	13.3093284	52.5118604
"1610"	"Berlin"	"Blaschkoallee, Berlin, Germany"	"Berlin, Germany"	"Blaschkoallee"	"U7"	9	28	1963	13.4450957	52.4524449
"1710"	"Berlin"	"Blissestraße, Berlin, Germany"	"Berlin, Germany"	"Blissestraße"	"U7"	1	29	1971	13.3203368	52.4818246
"1810"	"Berlin"	"Boddinstraße, Berlin, Germany"	"Berlin, Germany"	"Boddinstraße"	"U8"	7	17	1927	13.4297418	52.4803509
"1910"	"Berlin"	"Borsigwerke, Berlin, Germany"	"Berlin, Germany"	"Borsigwerke"	"U6"	5	31	1958	13.2892862	52.5828447
"2010"	"Berlin"	"Brandenburger Tor, Berlin, Germany"	"Berlin, Germany"	"Brandenburger Tor"	"U55"	8	8	2009	13.377704	52.5162746
"2110"	"Berlin"	"Breitenbachplatz, Berlin, Germany"	"Berlin, Germany"	"Breitenbachplatz"	"U3"	10	12	1913	13.3090836	52.4667669
"2210"	"Berlin"	"Britz-Süd, Britz, Germany"	"Britz, Germany"	"Britz-Süd"	"U7"	9	29	1963	13.4484002	52.4372236
"2310"	"Berlin"	"Bülowstraße, Berlin, Germany"	"Berlin, Germany"	"Bülowstraße"	"U2"	3	11	1902	13.3616978	52.4977443
"2410"	"Berlin"	"Bundesplatz, Berlin, Germany"	"Berlin, Germany"	"Bundesplatz"	"U9"	1	29	1971	13.3289333	52.4790182
"2510"	"Berlin"	"Bundestag, Berlin, Germany"	"Berlin, Germany"	"Bundestag"	"U55"	8	8	2009	13.3728778	52.5196526
"2610"	"Berlin"	"Cottbusser Platz, Berlin, Germany"	"Berlin, Germany"	"Cottbusser Platz"	"U5"	7	1	1989	13.5948147	52.5354344
"2710"	"Berlin"	"Dahlem-Dorf, Berlin, Germany"	"Berlin, Germany"	"Dahlem-Dorf"	"U3"	10	12	1913	13.2739434	52.454918
"2810"	"Berlin"	"Deutsche Oper, Berlin, Germany"	"Berlin, Germany"	"Deutsche Oper"	"U2"	5	14	1906	13.3094413	52.5117845
"2910"	"Berlin"	"Eberswalder Straße, Berlin, Germany"	"Berlin, Germany"	"Eberswalder Straße"	"U2"	7	27	1913	13.408159	52.5414437
"301"	"Berlin"	"Eisenacher Straße, Berlin, Germany"	"Berlin, Germany"	"Eisenacher Straße"	"U7"	1	29	1971	13.3493208	52.4922985
"311"	"Berlin"	"Elsterwerdaer Platz, Berlin, Germany"	"Berlin, Germany"	"Elsterwerdaer Platz"	"U5"	7	21	1988	13.5594812	52.5060477
"321"	"Berlin"	"Ernst-Reuter-Platz, Berlin, Germany"	"Berlin, Germany"	"Ernst-Reuter-Platz"	"U2"	12	14	1902	13.3208719	52.5128608
"331"	"Berlin"	"Fehrbelliner Platz, Berlin, Germany"	"Berlin, Germany"	"Fehrbelliner Platz"	"U3"	10	12	1913	13.3142252	52.4904064
"341"	"Berlin"	"Frankfurter Allee, Berlin, Germany"	"Berlin, Germany"	"Frankfurter Allee"	"U5"	12	21	1930	13.4789916	52.5132237
"351"	"Berlin"	"Frankfurter Tor, Berlin, Germany"	"Berlin, Germany"	"Frankfurter Tor"	"U5"	12	21	1930	13.4542112	52.5158479
"361"	"Berlin"	"Franz-Neumann-Platz, Berlin, Germany"	"Berlin, Germany"	"Franz-Neumann-Platz"	"U8"	4	27	1987	13.3638457	52.56431
"371"	"Berlin"	"Französische Straße, Berlin, Germany"	"Berlin, Germany"	"Französische Straße"	"U6"	1	30	1923	13.3911087	52.5148776
"381"	"Berlin"	"Friedrich-Wilhelm-Platz, Berlin, Germany"	"Berlin, Germany"	"Friedrich-Wilhelm-Platz"	"U9"	1	29	1971	13.3279047	52.4720462
"391"	"Berlin"	"Friedrichsfelde, Berlin, Germany"	"Berlin, Germany"	"Friedrichsfelde"	"U5"	12	21	1930	13.52033	52.50188
"401"	"Berlin"	"Friedrichstraße, Berlin, Germany"	"Berlin, Germany"	"Friedrichstraße"	"U6"	1	30	1923	13.3914649	52.5009271
"411"	"Berlin"	"Gesundbrunnen, Berlin, Germany"	"Berlin, Germany"	"Gesundbrunnen"	"U8"	4	18	1930	13.3829067	52.5510313
"421"	"Berlin"	"Gleisdreieck, Berlin, Germany"	"Berlin, Germany"	"Gleisdreieck"	"U1"	11	3	1912	13.374293	52.499587
"431"	"Berlin"	"Gneisenaustraße, Berlin, Germany"	"Berlin, Germany"	"Gneisenaustraße"	"U7"	4	19	1924	13.3948083	52.4915065
"441"	"Berlin"	"Görlitzer Bahnhof, Berlin, Germany"	"Berlin, Germany"	"Görlitzer Bahnhof"	"U1"	2	18	1902	13.4277406	52.4992532
"451"	"Berlin"	"Grenzallee, Berlin, Germany"	"Berlin, Germany"	"Grenzallee"	"U7"	12	21	1930	13.4555582	52.4655949
"461"	"Berlin"	"Güntzelstraße, Berlin, Germany"	"Berlin, Germany"	"Güntzelstraße"	"U9"	1	29	1971	13.3286811	52.4909152
"471"	"Berlin"	"Halemweg, Berlin, Germany"	"Berlin, Germany"	"Halemweg"	"U7"	10	1	1980	13.2865278	52.5366456
"481"	"Berlin"	"Hallesches Tor, Kreuzberg, Germany"	"Kreuzberg, Germany"	"Hallesches Tor"	"U1"	2	18	1902	13.3917987	52.4986049
"491"	"Berlin"	"Hansaplatz, Berlin, Germany"	"Berlin, Germany"	"Hansaplatz"	"U9"	8	28	1961	13.3422849	52.5185371
"501"	"Berlin"	"Haselhorst, Berlin, Germany"	"Berlin, Germany"	"Haselhorst"	"U7"	10	1	1984	13.2287378	52.5441878
"511"	"Berlin"	"Hauptbahnhof, Berlin, Germany"	"Berlin, Germany"	"Hauptbahnhof"	"U55"	8	8	2009	13.5764652	52.4548275
"521"	"Berlin"	"Hausvogteiplatz, Berlin, Germany"	"Berlin, Germany"	"Hausvogteiplatz"	"U2"	10	1	1908	13.3966778	52.5128029
"531"	"Berlin"	"Heidelberger Platz, Berlin, Germany"	"Berlin, Germany"	"Heidelberger Platz"	"U3"	10	12	1913	13.3114815	52.4787233
"541"	"Berlin"	"Heinrich-Heine-Straße, Berlin, Germany"	"Berlin, Germany"	"Heinrich-Heine-Straße"	"U8"	4	6	1928	13.4141298	52.5079941
"551"	"Berlin"	"Hellersdorf, Berlin, Germany"	"Berlin, Germany"	"Hellersdorf"	"U5"	7	1	1989	13.6049725	52.536107
"561"	"Berlin"	"Hermannplatz, Berlin, Germany"	"Berlin, Germany"	"Hermannplatz"	"U7"	4	11	1926	13.4250533	52.4870517
"571"	"Berlin"	"Hermannstraße, Berlin, Germany"	"Berlin, Germany"	"Hermannstraße"	"U8"	7	13	1996	13.4278934	52.4738671
"581"	"Berlin"	"Hohenzollernplatz, Berlin, Germany"	"Berlin, Germany"	"Hohenzollernplatz"	"U3"	10	12	1913	13.3250476	52.493751
"591"	"Berlin"	"Holzhauser Straße, Berlin, Germany"	"Berlin, Germany"	"Holzhauser Straße"	"U6"	5	31	1958	13.3066206	52.5825769
"601"	"Berlin"	"Hönow, Berlin, Germany"	"Berlin, Germany"	"Hönow"	"U5"	7	1	1989	13.6377661	52.5468595
"611"	"Berlin"	"Innsbrucker Platz, Berlin, Germany"	"Berlin, Germany"	"Innsbrucker Platz"	"U4"	12	1	1910	13.3418849	52.4781264
"621"	"Berlin"	"Jakob-Kaiser-Platz, Berlin, Germany"	"Berlin, Germany"	"Jakob-Kaiser-Platz"	"U7"	10	1	1980	13.2934905	52.5365639
"631"	"Berlin"	"Jannowitzbrücke, Berlin, Germany"	"Berlin, Germany"	"Jannowitzbrücke"	"U8"	4	18	1930	13.4178981	52.5143274
"641"	"Berlin"	"Johannisthaler Chaussee, Berlin, Germany"	"Berlin, Germany"	"Johannisthaler Chaussee"	"U7"	1	2	1970	13.4649175	52.4333309
"651"	"Berlin"	"Jungfernheide, Berlin, Germany"	"Berlin, Germany"	"Jungfernheide"	"U7"	10	1	1980	13.2861509	52.5444619
"661"	"Berlin"	"Kaiserdamm, Berlin, Germany"	"Berlin, Germany"	"Kaiserdamm"	"U2"	3	29	1908	13.2853998	52.5103199
"671"	"Berlin"	"Kaiserin-Augusta-Straße, Berlin, Germany"	"Berlin, Germany"	"Kaiserin-Augusta-Straße"	"U6"	2	28	1966	13.3789869	52.459838
"681"	"Berlin"	"Karl-Bonhoeffer-Nervenklinik, Berlin, Germany"	"Berlin, Germany"	"Karl-Bonhoeffer-Nervenklinik"	"U8"	9	24	1994	13.3330357	52.5785406
"691"	"Berlin"	"Karl-Marx-Straße, Berlin, Germany"	"Berlin, Germany"	"Karl-Marx-Straße"	"U7"	4	11	1926	13.4395502	52.4758663
"701"	"Berlin"	"Kaulsdorf-Nord, Berlin, Germany"	"Berlin, Germany"	"Kaulsdorf-Nord"	"U5"	7	1	1989	13.5561432	52.5123491
"711"	"Berlin"	"Kleistpark, Berlin, Germany"	"Berlin, Germany"	"Kleistpark"	"U7"	1	29	1971	13.360258	52.4904257
"721"	"Berlin"	"Klosterstraße, Berlin, Germany"	"Berlin, Germany"	"Klosterstraße"	"U2"	7	1	1913	13.4120387	52.5179639
"731"	"Berlin"	"Kochstraße, Berlin, Germany"	"Berlin, Germany"	"Kochstraße"	"U6"	1	30	1923	13.3882703	52.5065757
"741"	"Berlin"	"Konstanzer Straße, Berlin, Germany"	"Berlin, Germany"	"Konstanzer Straße"	"U7"	4	28	1978	13.3100036	52.4940091
"751"	"Berlin"	"Kottbusser Tor, Berlin, Germany"	"Berlin, Germany"	"Kottbusser Tor"	"U1"	2	18	1902	13.4182473	52.4990628
"761"	"Berlin"	"Krumme Lanke, Berlin, Germany"	"Berlin, Germany"	"Krumme Lanke"	"U3"	12	22	1929	13.2407698	52.443006
"771"	"Berlin"	"Kurfürstendamm, Berlin, Germany"	"Berlin, Germany"	"Kurfürstendamm"	"U1"	9	2	1961	13.3101618	52.5002397
"781"	"Berlin"	"Kurfürstenstraße, Berlin, Germany"	"Berlin, Germany"	"Kurfürstenstraße"	"U1"	10	26	1926	13.3548367	52.5018533
"791"	"Berlin"	"Kurt-Schumacher-Platz, Reinickendorf, Germany"	"Reinickendorf, Germany"	"Kurt-Schumacher-Platz"	"U6"	5	3	1956	13.2805353	52.5790422
"801"	"Berlin"	"Leinestraße, Berlin, Germany"	"Berlin, Germany"	"Leinestraße"	"U8"	8	4	1929	13.4244546	52.4730027
"811"	"Berlin"	"Leopoldplatz, Berlin, Germany"	"Berlin, Germany"	"Leopoldplatz"	"U6"	3	8	1923	13.358831	52.5461888
"821"	"Berlin"	"Lichtenberg, Berlin, Germany"	"Berlin, Germany"	"Lichtenberg"	"U5"	12	21	1930	13.4998575	52.5335904
"831"	"Berlin"	"Lindauer Allee, Berlin, Germany"	"Berlin, Germany"	"Lindauer Allee"	"U8"	9	24	1994	13.3459425	52.5745602
"841"	"Berlin"	"Lipschitzallee, Berlin, Germany"	"Berlin, Germany"	"Lipschitzallee"	"U7"	1	2	1970	13.4669199	52.4270706
"851"	"Berlin"	"Louis-Lewin-Straße, Berlin, Germany"	"Berlin, Germany"	"Louis-Lewin-Straße"	"U5"	7	1	1989	13.6204945	52.5374233
"861"	"Berlin"	"Magdalenenstraße, Berlin, Germany"	"Berlin, Germany"	"Magdalenenstraße"	"U5"	12	21	1930	13.4885386	52.5135436
